protocolType	typeId	subsystemId	controllable	name	rawName	converterCall	converterContext	defaultValue	defaultValueType
1	4510196697333762	0	io:VerticalExteriorAwningIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4510196697333762_0_io_generalinfo1()	local function func_4510196697333762_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_obstacle_detection", "set_type_lock", "save_auxiliary_end_limit_entry", "save_auxiliary_end_limit_exit", "set_dbe_up", "reset_actuator", "double_power_cut", "eject_from_setting_mode", "enter_back_impulse_setting_mode", "save_back_impulse_position", "set_x_time"} end		10
1	4510196697268226	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4510196697268226_0_io_generalinfo1()	local function func_4510196697268226_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4511296208896002	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4511296208896002_0_io_generalinfo1()	local function func_4511296208896002_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4512395720523778	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4512395720523778_0_io_generalinfo1()	local function func_4512395720523778_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4513495232151554	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4513495232151554_0_io_generalinfo1()	local function func_4513495232151554_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4514594743779330	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4514594743779330_0_io_generalinfo1()	local function func_4514594743779330_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "start_auto_learning", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4515694255407106	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4515694255407106_0_io_generalinfo1()	local function func_4515694255407106_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "start_auto_learning", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4516793767034882	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4516793767034882_0_io_generalinfo1()	local function func_4516793767034882_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "start_auto_learning", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4517893278662658	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4517893278662658_0_io_generalinfo1()	local function func_4517893278662658_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "start_auto_learning", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4518992790290434	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4518992790290434_0_io_generalinfo1()	local function func_4518992790290434_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "start_auto_learning", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4520092301918210	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4520092301918210_0_io_generalinfo1()	local function func_4520092301918210_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "start_auto_learning", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4521191813545986	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4521191813545986_0_io_generalinfo1()	local function func_4521191813545986_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4522291325173762	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4522291325173762_0_io_generalinfo1()	local function func_4522291325173762_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4523390836801538	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4523390836801538_0_io_generalinfo1()	local function func_4523390836801538_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4524490348429314	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4524490348429314_0_io_generalinfo1()	local function func_4524490348429314_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4525589860057090	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4525589860057090_0_io_generalinfo1()	local function func_4525589860057090_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4526689371684866	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4526689371684866_0_io_generalinfo1()	local function func_4526689371684866_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4527788883312642	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4527788883312642_0_io_generalinfo1()	local function func_4527788883312642_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4528888394940418	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4528888394940418_0_io_generalinfo1()	local function func_4528888394940418_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4529987906568194	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4529987906568194_0_io_generalinfo1()	local function func_4529987906568194_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4531087418195970	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4531087418195970_0_io_generalinfo1()	local function func_4531087418195970_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4532186929823746	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4532186929823746_0_io_generalinfo1()	local function func_4532186929823746_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4533286441451522	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4533286441451522_0_io_generalinfo1()	local function func_4533286441451522_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4534385953079298	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4534385953079298_0_io_generalinfo1()	local function func_4534385953079298_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4535485464707074	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4535485464707074_0_io_generalinfo1()	local function func_4535485464707074_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4536584976334850	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4536584976334850_0_io_generalinfo1()	local function func_4536584976334850_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4537684487962626	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4537684487962626_0_io_generalinfo1()	local function func_4537684487962626_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4538783999590402	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4538783999590402_0_io_generalinfo1()	local function func_4538783999590402_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4539883511218178	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4539883511218178_0_io_generalinfo1()	local function func_4539883511218178_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4540983022845954	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4540983022845954_0_io_generalinfo1()	local function func_4540983022845954_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4542082534473730	0	io:RollerShutterGenericIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4542082534473730_0_io_generalinfo1()	local function func_4542082534473730_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4543182046101506	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4543182046101506_0_io_generalinfo1()	local function func_4543182046101506_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4544281557729282	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4544281557729282_0_io_generalinfo1()	local function func_4544281557729282_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4545381069357058	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4545381069357058_0_io_generalinfo1()	local function func_4545381069357058_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4546480580984834	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4546480580984834_0_io_generalinfo1()	local function func_4546480580984834_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4547580092612610	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4547580092612610_0_io_generalinfo1()	local function func_4547580092612610_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4548679604240386	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4548679604240386_0_io_generalinfo1()	local function func_4548679604240386_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4549779115868162	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4549779115868162_0_io_generalinfo1()	local function func_4549779115868162_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
